,words,type,sentiment,lemm,source
10508,прохлопать,Verb,negative,прохлопать,opinion
10509,прохлопать,Verb,neutral,прохлопать,fact
10510,прохлопывать,Verb,negative,прохлопывать,opinion
10511,проходимец,Noun,negative,проходимец,opinion
10512,проходимка,Noun,negative,проходимка,opinion
10513,проходить гладко,VG,positive,проходить гладко,opinion
10514,процветание,Noun,positive,процветание,opinion
10515,процветать,Verb,positive,процветать,opinion
10516,процветать,Verb,positive,процветать,opinion
10517,процветать,Verb,positive/negative,процветать,opinion
10518,прочность,Noun,positive,прочность,fact
10519,прочность,Noun,positive,прочность,opinion
10520,прочность,Noun,positive,прочность,opinion
10521,прочный,Adj,positive,прочный,opinion
10522,прошлепать,Verb,negative,прошлепать,opinion
10523,прошлепать,Verb,neutral,прошлепать,fact
10524,прошляпить,Verb,negative,прошляпить,opinion
10525,прощелыга,Noun,negative,прощелыга,opinion
10526,проявить участие,VG,positive,проявить участие,feeling
10527,пруссак,Noun,negative,пруссак,fact
10528,прыщаветь,Verb,negative,прыщаветь,fact
10529,прыщавость,Noun,negative,прыщавость,fact
10530,прыщавый,Adj,negative,прыщавый,fact
10531,прыщеватость,Noun,negative,прыщеватость,fact
10532,прыщик,Noun,negative,прыщик,fact
10533,прыщ,Noun,negative,прыщ,fact
10534,прямодушие,Noun,positive,прямодушие,opinion
10535,прямодушный,Adj,positive,прямодушный,opinion
10536,прямой,Adj,neutral,прямой,fact
10537,прямой,Adj,neutral,прямой,fact
10538,прямой,Adj,positive,прямой,opinion
10539,прямота,Noun,positive,прямота,opinion
10540,псевдонаука,Noun,negative,псевдонаука,opinion
10541,псевдонаучный,Adj,negative,псевдонаучный,opinion
10542,психануть,Verb,negative,психануть,opinion
10543,психологический комплекс,NG,negative,психологический комплекс,feeling
10544,псих,Noun,negative,псих,opinion
10545,пугало,Noun,negative,пугало,opinion
10546,пугало,Noun,negative,пугало,opinion
10547,пугало,Noun,neutral,пугало,fact
10548,пугаться,Verb,negative,пугаться,feeling
10549,пугливость,Noun,negative,пугливость,feeling
10550,пугливый,Adj,negative,пугливый,feeling
10551,пудрить мозги,VG,negative,пудрить мозг,opinion
10552,пузан,Noun,negative,пузан,opinion
10553,пузатость,Noun,negative,пузатость,opinion
10554,пузатый,Adj,negative,пузатый,opinion
10555,пукан,Noun,negative,пукан,opinion
10556,пукнуть,Verb,negative,пукнуть,opinion
10557,пунктик,Noun,negative,пунктик,opinion
10558,пунктик,Noun,neutral,пунктик,fact
10559,пупсик,Noun,positive,пупсик,opinion
10560,пускать ко дну,VG,negative,пускать ко дно,fact
10561,пускать под откос,VG,negative,пускать под откос,fact
10562,пустить ко дну,VG,negative,пустить ко дно,fact
10563,пустить красного петуха,VG,negative,пустить красный петух,fact
10564,пустить под откос,VG,negative,пустить под откос,fact
10565,пустить пулю в лоб,VG,negative,пустить пуля в лоб,fact
10566,пустить себе пулю в лоб,VG,negative,пустить себя пуля в лоб,fact
10567,пустобрех,Noun,negative,пустобрех,opinion
10568,пустоголовость,Noun,negative,пустоголовость,opinion
10569,пустоголовый,Adj,negative,пустоголовый,opinion
10570,пустое место,NG,negative,пустой место,opinion
10571,пустозвонить,Verb,negative,пустозвонить,opinion
10572,пустозвонство,Noun,negative,пустозвонство,opinion
10573,пустозвон,Noun,negative,пустозвон,opinion
10574,пустой,Adj,negative,пустой,opinion
10575,пустой,Adj,negative,пустой,opinion
10576,пустой,Adj,neutral,пустой,fact
10577,пустомеля,Noun,negative,пустомеля,opinion
10578,пустопорожний,Adj,negative,пустопорожний,opinion
10579,пустословие,Noun,negative,пустословие,opinion
10580,пустословить,Verb,negative,пустословить,opinion
10581,пустословный,Adj,negative,пустословный,opinion
10582,пустослов,Noun,negative,пустослов,opinion
10583,пустота в душе,NG,negative,пустота в душа,feeling
10584,пустота,Noun,negative,пустота,opinion
10585,пустота,Noun,negative,пустота,opinion
10586,пустота,Noun,negative,пустота,opinion
10587,пустота,Noun,neutral,пустота,fact
10588,пустота,Noun,neutral,пустота,fact
10589,пустота,Noun,neutral,пустота,fact
10590,пустые слова,NG,negative,пустой слово,opinion
10591,пустяковина,Noun,neutral,пустяковина,opinion
10592,пустяковый,Adj,neutral,пустяковый,opinion
10593,пустяк,Noun,neutral,пустяк,opinion
10594,пустячность,Noun,negative,пустячность,opinion
10595,пустячный,Adj,negative,пустячный,opinion
10596,пустячок,Noun,neutral,пустячок,opinion
10597,путана,Noun,negative,путана,opinion
10598,путаница,Noun,negative,путаница,opinion
10599,путаность,Noun,negative,путаность,opinion
10600,путаный,Adj,negative,путаный,fact
10601,путаный,Adj,negative,путаный,opinion
10602,путаться,Verb,negative,путаться,fact
10603,путаться,Verb,negative,путаться,fact
10604,путаться,Verb,negative,путаться,opinion
10605,путать,Verb,negative,путать,fact
10606,путать,Verb,negative,путать,fact
10607,путать,Verb,negative,путать,opinion
10608,путать,Verb,negative,путать,opinion
10609,путать,Verb,negative,путать,opinion
10610,путный,Adj,positive,путный,opinion
10611,путчистка,Noun,negative,путчистка,fact
10612,путчистский,Adj,negative,путчистский,fact
10613,путчист,Noun,negative,путчист,fact
10614,путч,Noun,negative,путч,fact
10615,пухленький,Adj,positive,пухленький,opinion
10616,пушистость,Noun,positive,пушистость,opinion
10617,пушистый,Adj,positive,пушистый,opinion
10618,пшел,Interjection,negative,пшел,opinion
10619,пыжиться,Verb,negative,пыжиться,opinion
10620,пыжиться,Verb,neutral,пыжиться,fact
10621,пылкий,Adj,positive,пылкий,opinion
10622,пылкость,Noun,positive,пылкость,opinion
10623,пыль,Noun,negative,пыль,fact
10624,пыль,Noun,neutral,пыль,fact
10625,пыл,Noun,positive,пыл,feeling
10626,пытать,Verb,negative,пытать,fact
10627,пытка,Noun,negative,пытка,fact
10628,пытка,Noun,negative,пытка,feeling
10629,пыточный,Adj,negative,пыточный,fact
10630,пышность,Noun,positive,пышность,opinion
10631,пышнотелый,Adj,positive,пышнотелый,opinion
10632,пышный,Adj,positive,пышный,opinion
10633,пьяненький,Adj,negative,пьяненький,opinion
10634,пьянеть,Verb,negative,пьянеть,feeling
10635,пьянеть,Verb,positive/negative,пьянеть,feeling
10636,пьяница,Noun,negative,пьяница,opinion
10637,пьянка,Noun,negative,пьянка,fact
10638,пьянствовать,Verb,negative,пьянствовать,fact
10639,пьянство,Noun,negative,пьянство,fact
10640,пьянчуга,Noun,negative,пьянчуга,opinion
10641,пьянчужка,Noun,negative,пьянчужка,opinion
10642,пьяный от мысли,NG,positive/negative,пьяный от мысль,opinion
10643,пьяный от чувства,NG,positive/negative,пьяный от чувство,opinion
10644,пьяный,Adj,negative,пьяный,opinion
10645,пьяный,Adj,positive/negative,пьяный,opinion
10646,пьяный,Noun,negative,пьяный,opinion
10647,пьянь,Noun,negative,пьянь,opinion
10648,пялиться,Verb,negative,пялиться,opinion
10649,пялить глаза,VG,negative,пялить глаз,opinion
10650,пятки лизать,VG,negative,пятка лизать,opinion
10651,пятно бесчестья,NG,negative,пятно бесчестье,opinion
10652,пятно на репутации,NG,negative,пятно на репутация,opinion
10653,пятно на совести,NG,negative,пятно на совесть,opinion
10654,пятно,Noun,negative,пятно,fact
10655,пятно,Noun,negative,пятно,fact
10656,пятно,Noun,negative,пятно,opinion
10657,работать как вол,VG,negative,работать как вол,opinion
10658,работать над собой,VG,positive,работать над себя,fact
10659,работа над собой,NG,positive,работа над себя,fact
10660,работоспособность,Noun,positive,работоспособность,opinion
10661,работоспособный,Adj,positive,работоспособный,opinion
10662,работяга,Noun,neutral,работяга,fact
10663,работяга,Noun,positive,работяга,opinion
10664,работящий,Adj,positive,работящий,opinion
10665,рабочая лошадка,NG,positive,рабочий лошадка,opinion
10666,рабский,Adj,negative,рабский,fact
10667,рабский,Adj,negative,рабский,opinion
10668,рабство,Noun,negative,рабство,fact
10669,рабство,Noun,negative,рабство,opinion
10670,рабство,Noun,negative,рабство,opinion
10671,рабыня,Noun,negative,рабыня,opinion
10672,раб,Noun,negative,раб,opinion
10673,равновесие,Noun,neutral,равновесие,fact
10674,равновесие,Noun,positive,равновесие,fact
10675,равновесие,Noun,positive,равновесие,feeling
10676,равнодушие,Noun,negative,равнодушие,opinion
10677,равнодушный,Adj,negative,равнодушный,opinion
10678,радиационное поражение,NG,negative,радиационный поражение,fact
10679,радиационноопасный,Adj,negative,радиационноопасный,fact
10680,радиационный след,NG,negative,радиационный след,fact
10681,радикализация,Noun,negative,радикализация,fact
10682,радикализироваться,Verb,negative,радикализироваться,fact
10683,радикализировать,Verb,negative,радикализировать,fact
10684,радикализм,Noun,negative,радикализм,fact
10685,радикализовать,Verb,negative,радикализовать,fact
10686,радикалистский,Adj,negative,радикалистский,fact
10687,радикалка,Noun,negative,радикалка,opinion
10688,радикал,Noun,negative,радикал,opinion
10689,радикал,Noun,neutral,радикал,fact
10690,радикал,Noun,neutral,радикал,fact
10691,радоваться,Verb,positive,радоваться,feeling
10692,радостность,Noun,positive,радостность,feeling
10693,радостность,Noun,positive,радостность,opinion
10694,радостный,Adj,positive,радостный,feeling
10695,радостный,Adj,positive,радостный,feeling
10696,радостный,Adj,positive,радостный,opinion
10697,радость,Noun,positive,радость,feeling
10698,радужность,Noun,positive,радужность,opinion
10699,радужный,Adj,neutral,радужный,fact
10700,радужный,Adj,positive,радужный,opinion
10701,радушие,Noun,positive,радушие,opinion
10702,радушный,Adj,positive,радушный,opinion
10703,разбазаривание,Noun,negative,разбазаривание,fact
10704,разбазаривать,Verb,negative,разбазаривать,fact
10705,разбазарить,Verb,negative,разбазарить,fact
10706,разбаливаться,Verb,negative,разбаливаться,feeeling
10707,разбаловать,Verb,negative,разбаловать,opinion
10708,разбойник,Noun,negative,разбойник,fact
10709,разбойница,Noun,negative,разбойница,opinion
10710,разбойничать,Verb,negative,разбойничать,fact
10711,разбойный,Adj,negative,разбойный,fact
10712,разбой,Noun,negative,разбой,fact
10713,разболеться,Verb,negative,разболеться,feeling
10714,разболтанность,Noun,negative,разболтанность,opinion
10715,разболтанный,Adj,negative,разболтанный,opinion
10716,разбомбить,Verb,negative,разбомбить,fact
10717,разбраниваться,Verb,negative,разбраниваться,fact
10718,разбраниться,Verb,negative,разбраниться,fact
10719,разбранить,Verb,negative,разбранить,fact
10720,разброд,Noun,negative,разброд,opinion
10721,разбрюзжаться,Verb,negative,разбрюзжаться,fact
10722,разбудить,Verb,neutral,разбудить,fact
10723,разбудить,Verb,positive,разбудить,opinion
10724,разбушеваться,Verb,negative,разбушеваться,opinion
10725,разбуяниться,Verb,negative,разбуяниться,opinion
10726,разважничаться,Verb,negative,разважничаться,feeling
10727,разваливание,Noun,negative,разваливание,fact
10728,разваливание,Noun,negative,разваливание,opinion
10729,разваливаться,Verb,negative,разваливаться,fact
10730,разваливаться,Verb,negative,разваливаться,fact
10731,разваливаться,Verb,negative,разваливаться,opinion
10732,разваливаться,Verb,neutral,разваливаться,fact
10733,разваливать,Verb,negative,разваливать,fact
10734,разваливать,Verb,negative,разваливать,opinion
10735,развалиться,Verb,negative,развалиться,fact
10736,развалиться,Verb,negative,развалиться,fact
10737,развалиться,Verb,negative,развалиться,opinion
10738,развалиться,Verb,neutral,развалиться,fact
10739,развалить,Verb,negative,развалить,fact
10740,развалить,Verb,negative,развалить,opinion
10741,развал,Noun,negative,развал,fact
10742,развал,Noun,negative,развал,fact
10743,развал,Noun,negative,развал,fact
10744,развал,Noun,neutral,развал,fact
10745,развернутость,Noun,positive,развернутость,opinion
10746,развернутый,Adj,positive,развернутый,opinion
10747,развеселить,Verb,positive,развеселить,opinion
10748,развеселый,Adj,positive/negative,развеселый,opinion
10749,развинченность,Noun,negative,развинченность,opinion
10750,развинченный,Adj,negative,развинченный,opinion
10751,разводить антимонии,VG,negative,разводить антимония,opinion
10752,разволновать,Verb,negative,разволновать,feeling
10753,разворовать,Verb,negative,разворовать,fact
10754,разворовывание,Noun,negative,разворовывание,fact
10755,разворовывать,Verb,negative,разворовывать,fact
10756,развратить,Verb,negative,развратить,fact
10757,развратник,Noun,negative,развратник,opinion
10758,развратница,Noun,negative,развратница,opinion
10759,развратничать,Verb,negative,развратничать,opinion
10760,развратнический,Adj,negative,развратнический,opinion
10761,развратный,Adj,negative,развратный,opinion
10762,разврат,Noun,negative,разврат,opinion
10763,развращаться,Verb,negative,развращаться,opinion
10764,развращать,Verb,negative,развращать,fact
10765,развращение,Noun,negative,развращение,fact
10766,развязность,Noun,negative,развязность,opinion
10767,развязный,Adj,negative,развязный,opinion
10768,разгильдяйка,Noun,negative,разгильдяйка,opinion
10769,разгильдяйничать,Verb,negative,разгильдяйничать,opinion
10770,разгильдяйский,Adj,negative,разгильдяйский,opinion
10771,разгильдяйство,Noun,negative,разгильдяйство,opinion
10772,разгильдяй,Noun,negative,разгильдяй,opinion
10773,разгласить,Verb,negative,разгласить,fact
10774,разглашать,Verb,negative,разглашать,fact
10775,разглашение,Noun,negative,разглашение,fact
10776,разгневанность,Noun,negative,разгневанность,opinion
10777,разгневанный,Adj,negative,разгневанный,opinion
10778,разграбить,Verb,negative,разграбить,opinion
10779,разграбление,Noun,negative,разграбление,opinion
10780,разграблять,Verb,negative,разграблять,opinion
10781,разгром,Noun,negative,разгром,opinion
10782,разгульный,Adj,negative,разгульный,fact
10783,разгуляться,Verb,negative,разгуляться,opinion
10784,разгул,Noun,negative,разгул,fact
10785,раздавиться,Verb,negative,раздавиться,fact
10786,раздавить,Verb,negative,раздавить,fact
10787,раздавить,Verb,negative,раздавить,feeling
10788,раздавить,Verb,negative,раздавить,opinion
10789,раздеть до последней нитки,VG,negative,раздеть до последний нитка,opinion
10790,раздолбайство,Noun,negative,раздолбайство,opinion
10791,раздолбай,Noun,negative,раздолбай,opinion
10792,раздолье,Noun,positive,раздолье,opinion
10793,раздольность,Noun,positive,раздольность,opinion
10794,раздольный,Adj,positive,раздольный,opinion
10795,раздор,Noun,negative,раздор,opinion
10796,раздосадовать,Verb,negative,раздосадовать,feeling
10797,раздражаться,Verb,negative,раздражаться,feeling
10798,раздражаться,Verb,negative,раздражаться,opinion
10799,раздражать,Verb,negative,раздражать,feeling
10800,раздражение на коже,NG,negative,раздражение на кожа,fact
10801,раздражение,Noun,negative,раздражение,fact
10802,раздражение,Noun,negative,раздражение,feeling
10803,раздражение,Noun,negative,раздражение,feeling
10804,раздражение,Noun,negative,раздражение,opinion
10805,раздраженность,Noun,negative,раздраженность,feeling
10806,раздраженный,Adj,negative,раздраженный,feeling
10807,раздражительность,Noun,negative,раздражительность,opinion
10808,раздражительный,Adj,negative,раздражительный,opinion
10809,раздражитель,Noun,negative,раздражитель,opinion
10810,раздражить,Verb,negative,раздражать,feeling
10811,раздразнивать,Verb,negative,раздразнивать,feeling
10812,раздразнить,Verb,negative,раздразнивать,feeling
10813,раздрай,Noun,negative,раздрай,opinion
10814,разжигание,Noun,negative,разжигание,opinion
10815,разжигание,Noun,neutral,разжигание,fact
10816,раззява,Noun,negative,раззява,opinion
10817,разиня,Noun,negative,разиня,opinion
10818,разительность,Noun,neutral,разительность,opinion
10819,разительный,Adj,neutral,разительный,opinion
10820,разить,Verb,negative,разить,feeling
10821,разладиться,Verb,negative,разладиться,opinion
10822,разлад,Noun,negative,разлад,opinion
10823,разлаживаться,Verb,negative,разлаживаться,opinion
10824,разлеживаться,Verb,negative,разлеживаться,opinion
10825,разлениваться,Verb,negative,разлениваться,opinion
10826,разлениться,Verb,negative,разлениться,opinion
10827,разливанное море,NG,neutral,разливанный море,opinion
10828,разлив нефти,NG,negative,разлив нефть,fact
10829,различный,Adj,neutral,различный,opinion
10830,разломаться,Verb,negative,разломаться,fact
10831,разлюбить,Verb,negative,разлюбить,feeling
10832,размазня,Noun,negative,размазня,opinion
10833,размазня,Noun,neutral,размазня,fact
10834,размеренность,Noun,positive,размеренность,opinion
10835,размеренный,Adj,positive,размеренный,opinion
10836,размолвка,Noun,negative,размолвка,opinion
10837,размывание,Noun,negative,размывание,fact
10838,размыв,Noun,negative,размыв,fact
10839,размыв,Noun,neutral,размыв,fact
10840,размытость,Noun,negative,размытость,opinion
10841,размытый,Adj,negative,размытый,opinion
10842,разнести,Verb,negative,разнести,fact
10843,разнести,Verb,negative,разнести,fact
10844,разнести,Verb,negative,разнести,opinion
10845,разнести,Verb,neutral,разнести,fact
10846,разнести,Verb,neutral,разнести,fact
10847,разнести,Verb,neutral,разнести,fact
10848,разнести,Verb,neutral,разнести,fact
10849,разногласие,Noun,negative,разногласие,fact
10850,разноречивость,Noun,negative,разноречивость,opinion
10851,разноречивый,Adj,negative,разноречивый,opinion
10852,разносный,Adj,negative,разносный,opinion
10853,разносторонний,Adj,positive,разносторонний,opinion
10854,разносторонность,Noun,positive,разносторонность,opinion
10855,разнос,Noun,negative,разнос,fact
10856,разнос,Noun,negative,разнос,opinion
10857,разнос,Noun,neutral,разнос,fact
10858,разный,Adj,neutral,разный,opinion
10859,разобидеться,Verb,negative,разобидеться,feeling
10860,разобидеть,Verb,negative,разобидеть,opinion
10861,разоблачать,Verb,negative,разоблачать,fact
10862,разоблачение,Noun,negative,разоблачение,fact
10863,разоблачительный,Adj,negative,разоблачительный,fact
10864,разоблачительство,Noun,negative,разоблачительство,fact
10865,разоблачить,Verb,negative,разоблачить,fact
10866,разобщенность,Noun,negative,разобщенность,opinion
10867,разобщенный,Adj,negative,разобщенный,opinion
10868,разодетый,Adj,positive/negative,разодетый,opinion
10869,разозлиться,Verb,negative,разозлиться,feeling
10870,разозлить,Verb,negative,разозлить,opinion
10871,разонравиться,Verb,negative,разонравиться,feeling
10872,разораться,Verb,negative,разораться,opinion
10873,разорение,Noun,negative,разорение,fact
10874,разорительница,Noun,negative,разорительница,fact
10875,разорительность,Noun,negative,разорительность,fact
10876,разорительный,Adj,negative,разорительный,fact
10877,разорительский,Adj,negative,разорительский,fact
10878,разоритель,Noun,negative,разоритель,fact
10879,разориться,Verb,negative,разориться,fact
10880,разорить,Verb,negative,разорить,fact
10881,разорять,Verb,negative,разорять,fact
10882,разочарование,Noun,negative,разочарование,feeling
10883,разочарованность,Noun,negative,разочарованность,feeling
10884,разочароваться,Verb,negative,разочароваться,feeling
10885,разочаровываться,Verb,negative,разочаровываться,feeling
10886,разразиться проклятиями,VG,negative,разразиться проклятие,opinion
10887,разрастание,Noun,negative,разрастание,fact
10888,разрегулирование,Noun,negative,разрегулирование,fact
10889,разрегулироваться,Verb,negative,разрегулироваться,fact
10890,разрозненность,Noun,negative,разрозненность,opinion
10891,разрозненный,Adj,negative,разрозненный,opinion
10892,разругаться,Verb,negative,разругаться,fact
10893,разругать,Verb,negative,разругать,opinion
10894,разругивать,Verb,negative,разругивать,fact
10895,разруха,Noun,negative,разруха,opinion
10896,разрушаться,Verb,negative,разрушаться,fact
10897,разрушать,Verb,negative,разрушать,fact
10898,разрушение,Noun,negative,разрушение,fact
10899,разрушительница,Noun,negative,разрушительница,fact
10900,разрушительность,Noun,negative,разрушительность,opinion
10901,разрушительный,Adj,negative,разрушительный,opinion
10902,разрушительский,Adj,negative,разрушительский,fact
10903,разрушитель,Noun,negative,разрушитель,fact
10904,разрушиться,Verb,negative,разрушиться,fact
10905,разрушить,Verb,negative,разрушить,fact
10906,разрыв,Noun,negative,разрыв,fact
10907,разрыв,Noun,negative,разрыв,fact
10908,разрыв,Noun,negative,разрыв,fact
10909,разрыв,Noun,negative,разрыв,fact
10910,разрыв,Noun,negative,разрыв,fact
10911,разрыв,Noun,negative,разрыв,opinion
10912,разрыв,Noun,neutral,разрыв,fact
10913,разрядиться,Verb,negative,разрядиться,fact
10914,разрядиться,Verb,negative,разрядиться,opinion
10915,разрядиться,Verb,neutral,разрядиться,fact
10916,разрядиться,Verb,positive,разрядиться,opinion
10917,разрядить атмосферу,VG,positive,разрядить атмосфера,opinion
10918,разрядить напряженность,VG,positive,разрядить напряженность,opinion
10919,разрядить обстановку,VG,positive,разрядить обстановка,opinion
10920,разрядка обстановки,NG,positive,разрядка обстановка,opinion
10921,разрядка,Noun,negative,разрядка,fact
10922,разрядка,Noun,neutral,разрядка,fact
10923,разрядка,Noun,positive,разрядка,opinion
10924,разрядка,Noun,positive,разрядка,opinion
10925,разряжаться,Verb,negative,разряжаться,fact
10926,разряжаться,Verb,negative,разряжаться,opinion
10927,разряжаться,Verb,neutral,разряжаться,fact
10928,разряжаться,Verb,positive,разряжаться,opinion
10929,разряжать атмосферу,VG,positive,разряжать атмосфера,opinion
10930,разряжать обстановку,VG,positive,разряжать обстановка,opinion
10931,разуверение,Noun,negative,разуверение,feeling
10932,разуверение,Noun,positive,разуверение,opinion
10933,разувериться,Verb,negative,разувериться,feeling
10934,разуверяться,Verb,negative,разуверяться,feeling
10935,разукрасить,Verb,positive,разукрасить,opinion
10936,разукрашивание,Noun,positive,разукрашивание,opinion
10937,разукрашивать,Verb,positive,разукрашивать,opinion
10938,разулыбаться,Verb,positive,разулыбаться,feeling
10939,разумение,Noun,positive,разумение,fact
10940,разумность,Noun,positive,разумность,opinion
10941,разумный,Adj,positive,разумный,fact
10942,разумный,Adj,positive,разумный,opinion
10943,разумный,Adj,positive,разумный,opinion
10944,разыграться,Verb,negative,разыграться,opinion
10945,разыграться,Verb,neutral,разыграться,fact
10946,разыграться,Verb,neutral,разыграться,fact
10947,райские кущи,NG,positive,райский куща,opinion
10948,райский уголок,NG,positive,райский уголок,opinion
10949,райский,Adj,positive,райский,fact
10950,райский,Adj,positive,райский,opinion
10951,райское место,NG,positive,райский место,opinion
10952,рай земной,NG,positive,рай земной,opinion
10953,рай на земле,NG,positive,рай на земля,opinion
10954,рай,Noun,positive,рай,fact
10955,рай,Noun,positive,рай,opinion
10956,раковый,Adj,negative,раковый,fact
10957,рак крови,NG,negative,рак кровь,fact
10958,рак,Noun,negative,рак,fact
10959,рак,Noun,neutral,рак,fact
10960,рак,Noun,neutral,рак,fact
10961,рана,Noun,negative,рана,fact
10962,ранение,Noun,negative,ранение,fact
10963,раненый,Noun,negative,раненый,fact
10964,ранить,Verb,negative,ранить,fact
10965,ранка,Noun,negative,ранка,fact
10966,ранний,Adj,neutral,ранний,opinion
10967,расизм,Noun,negative,расизм,fact
10968,расистка,Noun,negative,расистка,opinion
10969,расистский,Adj,negative,расистский,opinion
10970,расист,Noun,negative,расист,opinion
10971,раскалиться,Verb,negative,раскалиться,fact
10972,раскалиться,Verb,negative,раскалиться,opinion
10973,раскаляться,Verb,negative,раскаляться,opinion
10974,раскачивание лодки,NG,negative,раскачивание лодка,opinion
10975,раскачивать лодку,VG,negative,раскачивать лодка,opinion
10976,раскаяние,Noun,positive,раскаяние,feeling
10977,расквитаться,Verb,negative,расквитаться,fact
10978,раскольник,Noun,negative,раскольник,fact
10979,раскол в организации,NG,negative,раскол в организация,fact
10980,раскол в рядах,NG,negative,раскол в ряд,fact
10981,раскол,Noun,negative,раскол,fact
10982,раскол,Noun,negative,раскол,fact
10983,раскол,Noun,neutral,раскол,fact
10984,раскол,Noun,neutral,раскол,fact
10985,раскритиковать,Verb,negative,раскритиковать,opinion
10986,раскричаться,Verb,negative,раскричаться,opinion
10987,раскулачивание,Noun,negative,раскулачивание,fact
10988,раскулачивать,Verb,negative,раскулачивать,fact
10989,раскулачить,Verb,negative,раскулачить,fact
10990,расовое превосходство,NG,negative,расовый превосходство,fact
10991,расовый барьер,NG,negative,расовый барьер,fact
10992,распадаться,Verb,negative,распадаться,fact
10993,распадение,Noun,negative,распадение,fact
10994,распад,Noun,negative,распад,fact
10995,распалиться,Verb,negative,распалиться,opinion
10996,распалиться,Verb,neutral,распалиться,fact
10997,распаляться,Verb,negative,распаляться,opinion
10998,распаляться,Verb,neutral,распаляться,fact
10999,распасться,Verb,negative,распасться,fact
11000,распекание,Noun,negative,распекание,fact
11001,распекать,Verb,negative,распекать,fact
11002,распечь,Verb,negative,распечь,fact
11003,распил денег,NG,negative,распил деньги,fact
11004,распил и откат,NG,negative,распил и откат,fact
11005,распил средств,NG,negative,распил средство,fact
11006,распил,Noun,negative,распил,fact
11007,распил,Noun,neutral,распил,fact
11008,распитие спиртных напитков,NG,negative,распитие спиртной напиток,fact
11009,расплата,Noun,negative,расплата,fact
11010,расплата,Noun,negative,расплата,fact
11011,расплата,Noun,neutral,расплата,fact
11012,расплываться в улыбке,VG,positive,расплываться в улыбка,feeling
11013,расплывчатость,Noun,negative,расплывчатость,opinion
11014,расплывчатый,Adj,negative,расплывчатый,opinion
11015,расплыться в улыбке,VG,positive,расплыться в улыбка,feeling
11016,располагающий к себе,NG,positive,располагающий к себе,opinion
11017,располагающий,Adj,positive,располагающий,opinion
11018,расположение,Noun,neutral,расположение,fact
11019,расположение,Noun,neutral,расположение,fact
11020,расположение,Noun,positive,расположение,feeling
11021,расположенность,Noun,neutral,расположенность,fact
11022,расположенность,Noun,positive,расположенность,feeling
11023,расположенность,Noun,positive/negative,расположенность,opinion
11024,расположенность,Noun,positive/negative,расположенность,opinion
11025,расположенный,Adj,neutral,расположенный,fact
11026,расположенный,Adj,positive,расположенный,feeling
11027,расположенный,Adj,positive/negative,расположенный,opinion
11028,расположенный,Adj,positive/negative,расположенный,opinion
11029,распоясаться,Verb,negative,распоясаться,opinion
11030,распоясываться,Verb,negative,распоясываться,opinion
11031,расправа,Noun,negative,расправа,fact
11032,распрекрасный,Adj,positive,распрекрасный,opinion
11033,распространение огня,NG,negative,распространение огонь,fact
11034,распространение радиации,NG,negative,распространение радиация,fact
11035,распря,Noun,negative,распря,fact
11036,распсиховаться,Verb,negative,распсиховаться,feeling
11037,распутник,Noun,negative,распутник,opinion
11038,распутница,Noun,negative,распутница,opinion
11039,распутничать,Verb,negative,распутничать,opinion
11040,распутнический,Adj,negative,распутнический,opinion
11041,распутный,Adj,negative,распутный,opinion
11042,распутство,Noun,negative,распутство,opinion
11043,распущенность,Noun,negative,распущенность,opinion
11044,распущенный,Adj,negative,распущенный,opinion
11045,рассердиться,Verb,negative,рассердиться,feeling
11046,рассеянность,Noun,negative,рассеянность,opinion
11047,рассеянный,Adj,negative,рассеянный,opinion
11048,рассеянный,Adj,neutral,рассеянный,opinion
11049,расслабиться,Verb,positive,расслабиться,feeling
11050,расслабление,Noun,positive,расслабление,feeling
11051,расслабляться,Verb,positive,расслабляться,feeling
11052,расслаблять,Verb,positive,расслаблять,feeling
11053,расслабляющий,Part,positive,расслабляющий,feeling
11054,расслабуха,Noun,positive,расслабуха,feeling
11055,рассориваться,Verb,negative,рассориваться,fact
11056,рассориться,Verb,negative,рассориться,fact
11057,расстраивание,Noun,negative,расстраивание,feeling
11058,расстраиваться,Verb,negative,расстраиваться,feeling
11059,расстраивать,Verb,negative,расстраивать,fact
11060,расстраивать,Verb,negative,расстраивать,fact
11061,расстраивать,Verb,negative,расстраивать,feeling
11062,расстраивать,Verb,negative,расстраивать,opinion
11063,расстрел,Noun,negative,расстрел,fact
11064,расстроенный,Adj,negative,расстроенный,feeling
11065,расстроиться,Verb,negative,расстроиться,fact
11066,расстроиться,Verb,negative,расстроиться,feeling
11067,расстроить,Verb,negative,расстроить,fact
11068,расстроить,Verb,negative,расстроить,fact
11069,расстроить,Verb,negative,расстроить,feeling
11070,расстроить,Verb,negative,расстроить,opinion
11071,расстройство,Noun,negative,расстройство,fact
11072,расстройство,Noun,negative,расстройство,fact
11073,расстройство,Noun,negative,расстройство,fact
11074,расстройство,Noun,negative,расстройство,fact
11075,расстройство,Noun,negative,расстройство,feeling
11076,расстройство,Noun,negative,расстройство,opinion
11077,рассудительность,Noun,positive,рассудительность,opinion
11078,рассудительный,Adj,positive,рассудительный,opinion
11079,рассусоливание,Noun,negative,рассусоливание,opinion
11080,рассусоливать,Verb,negative,рассусоливать,opinion
11081,рассусолить,Verb,negative,рассусолить,opinion
11082,рассыпание,Noun,negative,рассыпание,fact
